Symbol,Synonym Symbol,Scientific Name with Author,National Common Name,Family
CHVIL10,CHVIL5,Chrysothamnus viscidiflorus (Hook.) Nutt. ssp. latifolius (D.C. Eaton) H.M. Hall & Clem.,,Asteraceae
CHVIL10,ERVIL2,Ericameria viscidiflora (Hook.) L.C. Anderson var. latifolia (D.C. Eaton) L.C. Anderson,,Asteraceae
CHVIL4,,Chrysothamnus viscidiflorus (Hook.) Nutt. ssp. lanceolatus (Nutt.) H.M. Hall & Clem.,yellow rabbitbrush,Asteraceae
CHVIL4,CHVIE4,Chrysothamnus viscidiflorus (Hook.) Nutt. ssp. elegans (Greene) H.M. Hall & Clem.,,Asteraceae
CHVIL4,CHVIE3,Chrysothamnus viscidiflorus (Hook.) Nutt. var. elegans (Greene) S.F. Blake,,Asteraceae
CHVIL4,CHVIL6,Chrysothamnus viscidiflorus (Hook.) Nutt. var. lanceolatus (Nutt.) Greene,,Asteraceae
CHVIL4,ERVIL,Ericameria viscidiflora (Hook.) L.C. Anderson ssp. lanceolata (Nutt.) L.C. Anderson,,Asteraceae
CHVIP4,,Chrysothamnus viscidiflorus (Hook.) Nutt. ssp. puberulus (D.C. Eaton) H.M. Hall & Clem.,yellow rabbitbrush,Asteraceae
CHVIP4,CHVIP6,Chrysothamnus viscidiflorus (Hook.) Nutt. var. puberulus (D.C. Eaton) Jeps.,,Asteraceae
CHVIP4,ERVIP2,Ericameria viscidiflora (Hook.) L.C. Anderson ssp. puberula (D.C. Eaton) L.C. Anderson,,Asteraceae
CHVIS5,,Chrysothamnus viscidiflorus (Hook.) Nutt. ssp. viscidiflorus var. stenophyllus (A. Gray) H.M. Hall,yellow rabbitbrush,Asteraceae
CHVIS5,CHVIS2,Chrysothamnus viscidiflorus (Hook.) Nutt. ssp. stenophyllus (A. Gray) H.M. Hall & Clem.,,Asteraceae
CHVIS5,ERVIS2,Ericameria viscidiflora (Hook.) L.C. Anderson var. stenophylla (A. Gray) L.C. Anderson,,Asteraceae
CHVIV2,,Chrysothamnus viscidiflorus (Hook.) Nutt. ssp. viscidiflorus,yellow rabbitbrush,Asteraceae
CHVIV4,,Chrysothamnus viscidiflorus (Hook.) Nutt. ssp. viscidiflorus var. viscidiflorus,yellow rabbitbrush,Asteraceae
CHVIV4,CHVIP5,Chrysothamnus viscidiflorus (Hook.) Nutt. ssp. pumilus (Nutt.) H.M. Hall & Clem.,,Asteraceae
CHVIV4,CHVIT,Chrysothamnus viscidiflorus (Hook.) Nutt. ssp. typicus H.M. Hall & Clem.,,Asteraceae
CHVIV4,CHVIP7,Chrysothamnus viscidiflorus (Hook.) Nutt. var. pumilus (Nutt.) Jeps.,,Asteraceae
CHVIV4,CHVIT2,Chrysothamnus viscidiflorus (Hook.) Nutt. var. typicus (H.M. Hall & Clem.) Cronquist,,Asteraceae
CHVIV4,ERVI22,Ericameria viscidiflora (Hook.) L.C. Anderson,,Asteraceae
CHWH,,Chaetadelpha wheeleri A. Gray ex S. Watson,Wheeler's skeletonweed,Asteraceae
CIAR4,,Cirsium arvense (L.) Scop.,Canada thistle,Asteraceae
CIAR4,BRAR20,Breea arvensis (L.) Less.,,Asteraceae
CIAR4,BRIN18,"Breea incana (S.G. Gmel.) W.A. Weber, ined.",,Asteraceae
CIAR4,CAAR29,Carduus arvensis (L.) Robson,,Asteraceae
CIAR4,CIARA3,Cirsium arvense (L.) Scop. var. argenteum (Vest) Fiori,,Asteraceae
CIAR4,CIARH,Cirsium arvense (L.) Scop. var. horridum Wimm. & Grab.,,Asteraceae
CIAR4,CIARI2,Cirsium arvense (L.) Scop. var. integrifolium Wimm. & Grab.,,Asteraceae
CIAR4,CIARM,Cirsium arvense (L.) Scop. var. mite Wimm. & Grab.,,Asteraceae
CIAR4,CIARV,Cirsium arvense (L.) Scop. var. vestitum Wimm. & Grab.,,Asteraceae
CIAR4,CIIN7,Cirsium incanum (S.G. Gmel.) Fisch. ex M. Bieb.,,Asteraceae
CIAR4,CISE,Cirsium setosum (Willd.) Besser ex M. Bieb.,,Asteraceae
CIAR4,SEAR12,Serratula arvensis L.,,Asteraceae
CIBR,,Cirsium brevifolium Nutt.,Palouse thistle,Asteraceae
CIBR,CIPA9,Cirsium palousense Piper,,Asteraceae
CIBR2,,Cirsium brevistylum Cronquist,clustered thistle,Asteraceae
CICA11,,Cirsium canescens Nutt.,prairie thistle,Asteraceae
CICA11,CAUNC,Carduus undulatus Nutt. var. canescens (Nutt.) Porter,,Asteraceae
CICA11,CINE3,Cirsium nebraskense (Britton) Lunell,,Asteraceae
CICA11,CINE4,Cirsium nelsonii (Pammel) Petr.,,Asteraceae
CICA11,CIPL2,Cirsium plattense (Rydb.) Cockerell ex Daniels,,Asteraceae
CICA6,,Cirsium canovirens (Rydb.) Petr.,graygreen thistle,Asteraceae
CICHO,,Cichorium L.,chicory,Asteraceae
CIEA,,Cirsium eatonii (A. Gray) B.L. Rob.,Eaton's thistle,Asteraceae
CIEA,CIEAH,Cirsium eatonii (A. Gray) B.L. Rob. var. harrisonii S.L. Welsh,,Asteraceae
CIEA,CIERL,Cirsium eriocephalum A. Gray var. leiocephalum D.C. Eaton,,Asteraceae
CIEA,CIHOE2,Cirsium hookerianum Nutt. var. eriocephalum (A. Gray) A. Nelson,,Asteraceae
CIEA,CIOL,Cirsium olivescens (Rydb.) Petr.,,Asteraceae
CIEA,CIPO,Cirsium polyphyllum (Rydb.) Petr.,,Asteraceae
CIEA,CITW,Cirsium tweedyi (Rydb.) Petr.,,Asteraceae
CIED,,Cirsium edule Nutt.,edible thistle,Asteraceae
CIED,CAMA31,Carduus macounii Greene,,Asteraceae
CIED,CIHA,Cirsium hallii (A. Gray) M.E. Jones,,Asteraceae
CIED,CIMA7,Cirsium macounii (Greene) Rydb.,,Asteraceae
CIFL,,Cirsium flodmanii (Rydb.) Arthur,Flodman's thistle,Asteraceae
CIFL,CINED,Cirsium nebraskense (Britton) Lunell var. discissum Lunell,,Asteraceae
CIFL,CIOB2,Cirsium oblanceolatum (Rydb.) K. Schum.,,Asteraceae
CIFO,,Cirsium foliosum (Hook.) DC.,elk thistle,Asteraceae
CIFO,CIFOM,Cirsium foliosum (Hook.) DC. var. minganense (Vict.) B. Boivin,,Asteraceae
CIHO,,Cirsium hookerianum Nutt.,white thistle,Asteraceae
CIIN,,Cichorium intybus L.,chicory,Asteraceae
CIIN,CIINF,Cichorium intybus L. var. foliosum Hegi,,Asteraceae
CIIN,CIINS2,Cichorium intybus L. var. sativum (Bisch.) Janch.,,Asteraceae
CIRSI,,Cirsium Mill.,thistle,Asteraceae
CISC2,,Cirsium scariosum Nutt.,meadow thistle,Asteraceae
CISC2,CAAM19,Carduus americanus (A. Gray) Rydb.,,Asteraceae
CISC2,CACO52,Carduus coloradensis Rydb.,,Asteraceae
CISC2,CIACA,Cirsium acaule All. var. americanum A. Gray,,Asteraceae
CISC2,CIAC3,Cirsium acaulescens (Rydb.) K. Schum.,,Asteraceae
CISC2,CIAM4,Cirsium americanum (A. Gray) K. Schum.,,Asteraceae
CISC2,CIBU3,Cirsium butleri (Rydb.) Petr.,,Asteraceae
CISC2,CICO2,Cirsium coloradense (Rydb.) Cockerell,,Asteraceae
CISC2,CICOA,Cirsium coloradense (Rydb.) Cockerell ssp. acaulescens (Rydb.) Petr.,,Asteraceae
CISC2,CICOL,Cirsium coloradense (Rydb.) Cockerell ssp. longissimum (A. Heller) Petr.,,Asteraceae
CISC2,CICO3,Cirsium congdonii J.W. Moore & Frankton,,Asteraceae
CISC2,CIDRL,Cirsium drummondii Torr. & A. Gray ssp. lanatum Petr.,,Asteraceae
CISC2,CIDRL2,Cirsium drummondii Torr. & A. Gray ssp. latisquamum Petr.,,Asteraceae
CISC2,CIDRV,Cirsium drummondii Torr. & A. Gray ssp. vexans Petr.,,Asteraceae
CISC2,CIDRA,Cirsium drummondii Torr. & A. Gray var. acaulescens (Rydb.) J.F. Macbr.,,Asteraceae
CISC2,CIDRO,Cirsium drummondii Torr. & A. Gray var. oregonense Petr.,,Asteraceae
CISC2,CIER2,"Cirsium ×erosum (Rydb.) K. Schum. (pro sp.), database artifact",,Asteraceae
CISC2,CIER4,Cirsium erosum (Rydb.) K. Schum.,,Asteraceae
CISC2,CIKE,Cirsium kelseyi (Rydb.) Petr.,,Asteraceae
CISC2,CILA4,Cirsium lacerum (Rydb.) Petr.,,Asteraceae
CISC2,CIMA3,Cirsium magnificum (A. Nelson) Petr.,,Asteraceae
CISC2,CIMI,Cirsium minganense Vict.,,Asteraceae
CISC2,CIOR,Cirsium oreophilum (Rydb.) K. Schum.,,Asteraceae
CISC2,CIQUC4,Cirsium quercetorum (A. Gray) Jeps. var. citrinum Petr.,,Asteraceae
CISC2,CISCS,Cirsium scariosum Nutt. var. scariosum,,Asteraceae
CISC2,CISCT,Cirsium scariosum Nutt. var. thorneae S.L. Welsh,,Asteraceae
CISC2,CITI,Cirsium tioganum (Congd.) Petr.,,Asteraceae
CISC2,CITIC,Cirsium tioganum (Congd.) Petr. var. coloradense (Rydb.) Dorn,,Asteraceae
CISC2,CITIT,Cirsium tioganum (Congd.) Petr. var. tioganum,,Asteraceae
CISC2,CNDRA,Cnicus drummondii (Torr. & A. Gray) A. Gray var. acaulescens Rydb.,,Asteraceae
CISC2,CNTI,Cnicus tioganus Congd.,,Asteraceae
CISU,,Cirsium subniveum Rydb.,Jackson Hole thistle,Asteraceae
CISU,CANE21,Carduus nevadensis Greene,,Asteraceae
CISU,CIDA,Cirsium davisii Cronquist,,Asteraceae
CISU,CIHU,Cirsium humboldtense Rydb.,,Asteraceae
CIUN,,Cirsium undulatum (Nutt.) Spreng.,wavyleaf thistle,Asteraceae
CIUNU,,Cirsium undulatum (Nutt.) Spreng. var. undulatum,wavyleaf thistle,Asteraceae
CIUNU,CAHE13,Carduus helleri Small,,Asteraceae
CIUNU,CAUN9,Carduus undulatus Nutt.,,Asteraceae
CIUNU,CIHE5,Cirsium helleri (Small) Cory,,Asteraceae
CIUNU,CIME7,Cirsium megacephalum (A. Gray) Cockerell,,Asteraceae
CIUNU,CIOCH,Cirsium ochrocentrum A. Gray var. helleri (Small) Petr.,,Asteraceae
CIUNU,CIUNM,Cirsium undulatum (Nutt.) Spreng. var. megacephalum (A. Gray) Fernald,,Asteraceae
CIUNU,CNUNM,Cnicus undulatus A. Gray var. megacephalus A. Gray,,Asteraceae
CIVU,,Cirsium vulgare (Savi) Ten.,bull thistle,Asteraceae
CIVU,CALA58,Carduus lanceolatus L.,,Asteraceae
CIVU,CAVU4,Carduus vulgaris Savi,,Asteraceae
CIVU,CILA8,"Cirsium lanceolatum (L.) Scop., non Hill",,Asteraceae
CIVU,CILAH,Cirsium lanceolatum (L.) Scop. var. hypoleucum DC.,,Asteraceae
CNBE,,Cnicus benedictus L.,blessed thistle,Asteraceae
CNBE,CEBE5,Centaurea benedicta (L.) L.,,Asteraceae
CNBE,CIPU6,Cirsium pugnax Sommier & Levier,,Asteraceae
CNICU,,Cnicus L.,cnicus,Asteraceae
COCA5,,Conyza canadensis (L.) Cronquist,Canadian horseweed,Asteraceae
COCAC3,,Conyza canadensis (L.) Cronquist var. canadensis,Canadian horseweed,Asteraceae
COCAC3,ERCA20,Erigeron canadensis L.,,Asteraceae
COCAC3,LECA16,Leptilon canadense (L.) Britton,,Asteraceae
COCAG,,Conyza canadensis (L.) Cronquist var. glabrata (A. Gray) Cronquist,Canadian horseweed,Asteraceae
COCAG,ERCAG,Erigeron canadensis L. var. glabratus A. Gray,,Asteraceae
CONYZ,,Conyza Less.,horseweed,Asteraceae
COREO2,,Coreopsis L.,tickseed,Asteraceae
COTI3,,Coreopsis tinctoria Nutt.,golden tickseed,Asteraceae
COTIA,,Coreopsis tinctoria Nutt. var. atkinsoniana (Douglas ex Lindl.) H.M. Parker ex E.B. Sm.,Atkinson's tickseed,Asteraceae
COTIA,COAT3,Coreopsis atkinsoniana Douglas ex Lindl.,,Asteraceae
COTIT,,Coreopsis tinctoria Nutt. var. tinctoria,golden tickseed,Asteraceae
COTIT,COCA12,Coreopsis cardaminefolia (DC.) Torr. & A. Gray,,Asteraceae
COTIT,COST11,Coreopsis stenophylla Boynt.,,Asteraceae
COTIT,COTII,Coreopsis tinctoria Nutt. var. imminuta Sherff,,Asteraceae
CRAC2,,Crepis acuminata Nutt.,tapertip hawksbeard,Asteraceae
CRACA,,Crepis acuminata Nutt. ssp. acuminata,tapertip hawksbeard,Asteraceae
CRACA,CRACT,Crepis acuminata Nutt. ssp. typica Babc. & Stebbins,,Asteraceae
CRACA,PSAC,Psilochenia acuminata (Nutt.) W.A. Weber,,Asteraceae
CRAT,,Crepis atribarba A. Heller,slender hawksbeard,Asteraceae
CRATA2,,Crepis atribarba A. Heller ssp. atribarba,slender hawksbeard,Asteraceae
CRATA2,CRATC,Crepis atribarba A. Heller ssp. cytotaxonomicorum (B. Boivin) W.A. Weber,,Asteraceae
CRATA2,CRATT,Crepis atribarba A. Heller ssp. typicus Babc. & Stebbins,,Asteraceae
CRATA2,CRATC2,Crepis atribarba A. Heller var. cytotaxonomicorum B. Boivin,,Asteraceae
CRATA2,PSAT,Psilochenia atribarba (A. Heller) W.A. Weber,,Asteraceae
CRATO,,Crepis atribarba A. Heller ssp. originalis (Babc. & Stebbins) Babc. & Stebbins,slender hawksbeard,Asteraceae
CRATO,CRBA3,Crepis barbigera Leiberg ex Coville,,Asteraceae
CRBA2,,Crepis bakeri Greene,Baker's hawksbeard,Asteraceae
CRBAI,,Crepis bakeri Greene ssp. idahoensis Babc. & Stebbins,Idaho hawksbeard,Asteraceae
CRBAI,PSBAI,Psilochenia bakeri (Greene) W.A. Weber ssp. idahoensis (Babc. & Stebbins) W.A. Weber,,Asteraceae
CRCA3,,Crepis capillaris (L.) Wallr.,smooth hawksbeard,Asteraceae
CREPI,,Crepis L.,hawksbeard,Asteraceae
CRIN4,,Crepis intermedia A. Gray,limestone hawksbeard,Asteraceae
CRIN4,PSIN4,Psilochenia intermedia (A. Gray) W.A. Weber,,Asteraceae
CRMO4,,Crepis modocensis Greene,Modoc hawksbeard,Asteraceae
CRMOM,,Crepis modocensis Greene ssp. modocensis,Modoc hawksbeard,Asteraceae
CRMOM,CRMOT,Crepis modocensis Greene ssp. typica Babc. & Stebbins,,Asteraceae
CRMOM,PSMO4,Psilochenia modocensis (Greene) W.A. Weber,,Asteraceae
CRNA,,Crepis nana Richardson,dwarf alpine hawksbeard,Asteraceae
CRNA,ASNA5,Askellia nana (Richardson) W.A. Weber,,Asteraceae
CRNA,ASPY4,"Askellia pygmaea (Ledeb.) K.L. Chambers & S.C. Meyers, nom. illeg.",,Asteraceae
CRNA,ASPY7,Askellia pygmaea (Ledeb.) Sennikov,,Asteraceae
CRNAN,,Crepis nana Richardson ssp. nana,dwarf alpine hawksbeard,Asteraceae
CRNAN,CRNAT2,Crepis nana Richardson ssp. typica Babc.,,Asteraceae
CRNAN,CRNAL,Crepis nana Richardson var. lyratifolia (Turcz.) Hultén,,Asteraceae
CRNAR,,Crepis nana Richardson ssp. ramosa Babc.,dwarf alpine hawksbeard,Asteraceae
CRNAR,ASNAR,Askellia nana (Richardson) W.A. Weber ssp. ramosa (Babc.) W.A. Weber,,Asteraceae
CRNAR,ASPYR,Askellia pygmaea (Ledeb.) K.L. Chambers & S.C. Meyers ssp. ramosa (Babc.) K.L. Chambers & S.C. Meyers,,Asteraceae
CRNAR,CRNAR2,Crepis nana Richardson var. ramosa (Babc.) Cronquist,,Asteraceae
CROC,,Crepis occidentalis Nutt.,largeflower hawksbeard,Asteraceae
CROCC2,,Crepis occidentalis Nutt. ssp. costata (A. Gray) Babc. & Stebbins,largeflower hawksbeard,Asteraceae
CROCC2,CROCC3,Crepis occidentalis Nutt. var. costata A. Gray,,Asteraceae
CROCC2,PSOCC2,Psilochenia occidentalis (Nutt.) Nutt. ssp. costata (A. Gray) W.A. Weber,,Asteraceae
CROCO2,,Crepis occidentalis Nutt. ssp. occidentalis,largeflower hawksbeard,Asteraceae
CROCO2,CROCT,Crepis occidentalis Nutt. ssp. typica Babc. & Stebbins,,Asteraceae
CROCO2,PSOC,Psilochenia occidentalis (Nutt.) Nutt.,,Asteraceae
CROCP,,Crepis occidentalis Nutt. ssp. pumila (Rydb.) Babc. & Stebbins,largeflower hawksbeard,Asteraceae
CROCP,CROCP2,Crepis occidentalis Nutt. var. pumila (Rydb.) Babc. & Stebbins,,Asteraceae
CRRU3,,Crepis runcinata (James) Torr. & A. Gray,fiddleleaf hawksbeard,Asteraceae
CRRUG,,Crepis runcinata (James) Torr. & A. Gray ssp. glauca (Nutt.) Babc. & Stebbins,fiddleleaf hawksbeard,Asteraceae
CRRUG,CRGL5,Crepis glauca (Nutt.) Torr. & A. Gray,,Asteraceae
CRRUG,CRRUG2,Crepis runcinata (James) Torr. & A. Gray var. glauca (Nutt.) B. Boivin,,Asteraceae
CRRUG,PSRUG,Psilochenia runcinata (James) Á. Löve & D. Löve ssp. glauca (Nutt.) W.A. Weber,,Asteraceae
CRRUH2,,Crepis runcinata (James) Torr. & A. Gray ssp. hispidulosa (Howell ex Rydb.) Babc. & Stebbins,fiddleleaf hawksbeard,Asteraceae
CRRUH2,CRPL3,Crepis platyphylla Greene,,Asteraceae
CRRUH2,CRRI6,Crepis riparia A. Nelson,,Asteraceae
CRRUH2,CRRUH3,Crepis runcinata (James) Torr. & A. Gray var. hispidulosa Howell ex Rydb.,,Asteraceae
CRRUH2,PSRUH2,Psilochenia runcinata (James) Á. Löve & D. Löve ssp. hispidulosa (Howell ex Rydb.) W.A. Weber,,Asteraceae
CRRUR,,Crepis runcinata (James) Torr. & A. Gray ssp. runcinata,fiddleleaf hawksbeard,Asteraceae
CRRUR,CRAL5,Crepis alpicola (Rydb.) A. Nelson,,Asteraceae
CRRUR,CRGL6,Crepis glaucella Rydb.,,Asteraceae
CRRUR,CRNE3,Crepis neomexicana Wooton & Standl.,,Asteraceae
CRRUR,CRPE12,Crepis perplexans Rydb.,,Asteraceae
CRRUR,CRRUT,Crepis runcinata (James) Torr. & A. Gray ssp. typica Babc. & Stebbins,,Asteraceae
CRRUR,PSRU2,Psilochenia runcinata (James) Á. Löve & D. Löve,,Asteraceae
CRUPI,,Crupina (Pers.) DC.,crupina,Asteraceae
CRVU2,,Crupina vulgaris Cass.,common crupina,Asteraceae
CRVUV,,Crupina vulgaris Cass. var. vulgaris,common crupina,Asteraceae
CYCLA4,,Cyclachaena Fresen.,carelessweed,Asteraceae
CYXA2,,Cyclachaena xanthiifolia (Nutt.) Fresen.,Carelessweed,Asteraceae
CYXA2,CYXA,"Cyclachaena xanthifolia (Nutt.) Fresen., orth. var.",,Asteraceae
CYXA2,IVXA,Iva xanthifolia Nutt.,,Asteraceae
DIHO2,,Dimeresia howellii A. Gray,doublet,Asteraceae
DIMER,,Dimeresia A. Gray,dimeresia,Asteraceae
EANI,,Eatonella nivea (D.C. Eaton) A. Gray,white false tickhead,Asteraceae
EATON,,Eatonella A. Gray,eatonella,Asteraceae
ECHIN8,,Echinops L.,globethistle,Asteraceae
ECRI,,Echinops ritro L.,southern globethistle,Asteraceae
ECRIR,,Echinops ritro L. ssp. ruthenicus (M. Bieb.) Nyman,southern globethistle,Asteraceae
ECRIR,ECRU3,Echinops ruthenicus M. Bieb.,,Asteraceae
ENCEL2,,Enceliopsis (A. Gray) A. Nelson,sunray,Asteraceae
ENNU,,Enceliopsis nudicaulis (A. Gray) A. Nelson,nakedstem sunray,Asteraceae
ENNUN,,Enceliopsis nudicaulis (A. Gray) A. Nelson var. nudicaulis,nakedstem sunray,Asteraceae
ENNUN,ENNU3,Encelia nudicaulis A. Gray,,Asteraceae
ERAC2,,Erigeron acris L.,bitter fleabane,Asteraceae
ERACD2,,Erigeron acris L. ssp. debilis (A. Gray) Piper,bitter fleabane,Asteraceae
ERACD2,ERAC9,Erigeron acris auct. non L. p.p.,,Asteraceae
ERACD2,ERACD6,Erigeron acris L. var. debilis A. Gray,,Asteraceae
ERACD2,ERAND2,Erigeron angulosus Gaudin ssp. debilis (A. Gray) Piper,,Asteraceae
ERACD2,ERDE12,Erigeron debilis (A. Gray) Rydb.,,Asteraceae
ERACD2,ERJU,Erigeron jucundus Greene,,Asteraceae
ERACD2,ERNI6,Erigeron nivalis Nutt.,,Asteraceae
ERACD2,TRAC3,Trimorpha acris auct. non (L.) Gray p.p.,,Asteraceae
ERACD2,TRACD,Trimorpha acris (L.) Gray var. debilis (A. Gray) G.L. Nesom,,Asteraceae
ERACP2,,Erigeron acris L. ssp. politus (Fr.) Schinz & R. Keller,bitter fleabane,Asteraceae
ERACP2,ERACA2,Erigeron acris L. var. asteroides (Andrz. ex Besser) DC.,,Asteraceae
ERACP2,ERDR,Erigeron droebachensis O.F. Müll.,,Asteraceae
ERACP2,EREL14,Erigeron elongatus Ledeb.,,Asteraceae
ERACP2,ERPO82,Erigeron politus Fr.,,Asteraceae
ERACP2,TRACA,Trimorpha acris (L.) Gray var. asteroides (Andrz. ex Besser) G.L. Nesom,,Asteraceae
ERACP2,TREL15,Trimorpha elongata (Ledeb.) Vierh.,,Asteraceae
ERAN,,Erigeron annuus (L.) Pers.,eastern daisy fleabane,Asteraceae
ERAN,ERAND,Erigeron annuus (L.) Pers. var. discoideus (Vict. & J. Rousseau) Cronquist,,Asteraceae
ERAN,STAN10,Stenactis annua (L.) Nees,,Asteraceae
ERAP,,Erigeron aphanactis (A. Gray) Greene,rayless shaggy fleabane,Asteraceae
ERAPA2,,Erigeron aphanactis (A. Gray) Greene var. aphanactis,rayless shaggy fleabane,Asteraceae
ERAPA2,ERCOA3,Erigeron concinnus (Hook. & Arn.) Torr. & A. Gray var. aphanactis A. Gray,,Asteraceae
ERAS,,Erigeron asperugineus (D.C. Eaton) A. Gray,Idaho fleabane,Asteraceae
ERAU6,,Erigeron austiniae Greene,sagebrush fleabane,Asteraceae
ERAU6,ERCHA6,Erigeron chrysopsidis A. Gray var. austiniae (Greene) Cronquist,,Asteraceae
ERBL,,Erigeron bloomeri A. Gray,scabland fleabane,Asteraceae
ERBL2,,Ericameria bloomeri (A. Gray) J.F. Macbr.,rabbitbush,Asteraceae
ERBL2,HABL3,Haplopappus bloomeri A. Gray,,Asteraceae
ERBL2,HABLS,Haplopappus bloomeri A. Gray ssp. sonnei (A. Gray) H.M. Hall,,Asteraceae
ERBL2,HABLA,Haplopappus bloomeri A. Gray var. angustatus A. Gray,,Asteraceae
ERBL2,HABLS2,Haplopappus bloomeri A. Gray var. sonnei (A. Gray) Greene,,Asteraceae
ERBLB,,Erigeron bloomeri A. Gray var. bloomeri,scabland fleabane,Asteraceae
ERBLB,ERBLT,Erigeron bloomeri A. Gray var. typicus Cronquist,,Asteraceae
ERCA2,,Erigeron caespitosus Nutt.,tufted fleabane,Asteraceae
ERCA2,ERCAL,Erigeron caespitosus Nutt. var. laccoliticus M.E. Jones,,Asteraceae
ERCO27,,Erigeron concinnus (Hook. & Arn.) Torr. & A. Gray,Navajo fleabane,Asteraceae
ERCO4,,Erigeron compositus Pursh,cutleaf daisy,Asteraceae
ERCO4,ERCOD,Erigeron compositus Pursh var. discoideus A. Gray,,Asteraceae
ERCO4,ERCOG,Erigeron compositus Pursh var. glabratus Macoun,,Asteraceae
ERCO4,ERCOM2,Erigeron compositus Pursh var. multifidus (Rydb.) J.F. Macbr. & Payson,,Asteraceae
ERCO4,ERCOT2,Erigeron compositus Pursh var. typicus Hook.,,Asteraceae
ERCO4,ERTR20,Erigeron trifidus Hook.,,Asteraceae
ERCO5,,Erigeron corymbosus Nutt.,longleaf fleabane,Asteraceae
ERCO6,,Erigeron coulteri Porter,large mountain fleabane,Asteraceae
ERCOC3,,Erigeron concinnus (Hook. & Arn.) Torr. & A. Gray var. concinnus,Navajo fleabane,Asteraceae
ERCOC3,DICO9,Distasis concinna Hook. & Arn.,,Asteraceae
ERCOC3,ERBR12,Erigeron brandegeei A. Gray,,Asteraceae
ERCOC3,ERPUC,Erigeron pumilus Nutt. ssp. concinnoides Cronquist,,Asteraceae
ERCOC3,ERPUC3,Erigeron pumilus Nutt. var. concinnus (Hook. & Arn.) Dorn,,Asteraceae
ERCOC3,ERPUE,Erigeron pumilus Nutt. var. euconcinnoides Cronquist,,Asteraceae
ERCOC4,,Erigeron concinnus (Hook. & Arn.) Torr. & A. Gray var. condensatus D.C. Eaton,Navajo fleabane,Asteraceae
ERCOC4,ERCO34,Erigeron condensatus (D.C. Eaton) Greene,,Asteraceae
ERCOC4,ERPUC4,Erigeron pumilus Nutt. var. condensatus (D.C. Eaton) Cronquist,,Asteraceae
ERDI14,,Ericameria discoidea (Nutt.) G.L. Nesom,whitestem goldenbush,Asteraceae
ERDI3,,Erigeron disparipilus Cronquist,white cushion fleabane,Asteraceae
ERDI4,,Erigeron divergens Torr. & A. Gray,spreading fleabane,Asteraceae
ERDI4,ERDIT,Erigeron divergens Torr. & A. Gray var. typicus Cronquist,,Asteraceae
ERDID,,Ericameria discoidea (Nutt.) G.L. Nesom var. discoidea,whitestem goldenbush,Asteraceae
ERDID,HAMA2,Haplopappus macronema (Nutt.) A. Gray,,Asteraceae
ERDID,HAMAT,Haplopappus macronema (Nutt.) A. Gray var. typicus H.M. Hall,,Asteraceae
ERDID,MADI9,Macronema discoidea Nutt.,,Asteraceae
EREA,,Erigeron eatonii A. Gray,Eaton's fleabane,Asteraceae
EREAE,,Erigeron eatonii A. Gray var. eatonii,Eaton's fleabane,Asteraceae
EREAE,ERCA10,Erigeron canaani S.L. Welsh,,Asteraceae
EREAE,EREAT,Erigeron eatonii A. Gray ssp. typicus Cronquist,,Asteraceae
EREAL,,Erigeron eatonii A. Gray var. lavandulus Strother & Ferlatte,Eaton's fleabane,Asteraceae
EREAV2,,Erigeron eatonii A. Gray var. villosus (Cronquist) Cronquist,Eaton's fleabane,Asteraceae
EREAV2,EREAV,Erigeron eatonii A. Gray ssp. villosus Cronquist,,Asteraceae
EREN,,Erigeron engelmannii A. Nelson,Engelmann's fleabane,Asteraceae
EREND,,Erigeron engelmannii A. Nelson var. davisii (Cronquist) Cronquist,Davis' fleabane,Asteraceae
EREND,EREND2,Erigeron engelmannii A. Nelson ssp. davisii Cronquist,,Asteraceae
ERENE,,Erigeron engelmannii A. Nelson var. engelmannii,Engelmann's fleabane,Asteraceae
ERENE,ERENT,Erigeron engelmannii A. Nelson ssp. typicus Cronquist,,Asteraceae
EREV,,Erigeron evermannii Rydb.,Evermann's fleabane,Asteraceae
ERFI2,,Erigeron filifolius (Hook.) Nutt.,threadleaf fleabane,Asteraceae
ERFIF,,Erigeron filifolius (Hook.) Nutt. var. filifolius,threadleaf fleabane,Asteraceae
ERFIF,ERFIT,Erigeron filifolius (Hook.) Nutt. var. typicus Cronquist,,Asteraceae
ERGL2,,Erigeron glabellus Nutt.,streamside fleabane,Asteraceae
ERGLG,,Erigeron glabellus Nutt. var. glabellus,streamside fleabane,Asteraceae
ERGLG,ERAS4,Erigeron asperum Nutt. p.p.,,Asteraceae
ERGLG,ERGLT,Erigeron glabellus Nutt. ssp. typicus Cronquist,,Asteraceae
ERGLG,EROB4,Erigeron oblanceolatus Rydb.,,Asteraceae
ERGLP,,Erigeron glabellus Nutt. var. pubescens Hook.,streamside fleabane,Asteraceae
ERGLP,ERAN12,Erigeron anodonta Lunell,,Asteraceae
ERGLP,ERASP4,Erigeron asperum Nutt. var. pubescens (Hook.) Breitung,,Asteraceae
ERGLP,ERGLP3,Erigeron glabellus Nutt. ssp. pubescens (Hook.) Cronquist,,Asteraceae
ERGLP,EROL,Erigeron oligodontus Lunell,,Asteraceae
ERGR16,,Ericameria greenei (A. Gray) G.L. Nesom,Greene's goldenbush,Asteraceae
