Symbol,Synonym Symbol,Scientific Name with Author,National Common Name,Family
HEAMB2,HEBA,Helenium badium (A. Gray ex S. Watson) Greene,,Asteraceae
HEAMB2,HETEB,Helenium tenuifolium Nutt. var. badium A. Gray ex S. Watson,,Asteraceae
HEAN2,,Helianthus angustifolius L.,swamp sunflower,Asteraceae
HEAN2,HEANP,Helianthus angustifolius L. var. planifolius Fernald,,Asteraceae
HEAN3,,Helianthus annuus L.,common sunflower,Asteraceae
HEAN3,HEANJ,Helianthus annuus L. ssp. jaegeri (Heiser) Heiser,,Asteraceae
HEAN3,HEANL,Helianthus annuus L. ssp. lenticularis (Douglas ex Lindl.) Cockerell,,Asteraceae
HEAN3,HEANT,Helianthus annuus L. ssp. texanus Heiser,,Asteraceae
HEAN3,HEANL2,Helianthus annuus L. var. lenticularis (Douglas ex Lindl.) Steyerm.,,Asteraceae
HEAN3,HEANM,Helianthus annuus L. var. macrocarpus (DC.) Cockerell,,Asteraceae
HEAN3,HEANT2,Helianthus annuus L. var. texanus (Heiser) Shinners,,Asteraceae
HEAN3,HEAR14,Helianthus aridus Rydb.,,Asteraceae
HEAN3,HELE5,Helianthus lenticularis Douglas ex Lindl.,,Asteraceae
HEAR3,,Helianthus argophyllus Torr. & A. Gray,silverleaf sunflower,Asteraceae
HEAU,,Helenium autumnale L.,common sneezeweed,Asteraceae
HEAUA,,Helenium autumnale L. var. autumnale,common sneezeweed,Asteraceae
HEAUA,HEAUC,Helenium autumnale L. var. canaliculatum (Lam.) Torr. & A. Gray,,Asteraceae
HEAUA,HEAUP,Helenium autumnale L. var. parviflorum (Nutt.) Fernald,,Asteraceae
HEAUA,HECA24,Helenium canaliculatum Lam.,,Asteraceae
HEAUA,HELA21,Helenium latifolium Mill.,,Asteraceae
HEAUA,HEPA15,Helenium parviflorum Nutt.,,Asteraceae
HEBR5,,Helianthus ×brevifolius E.E. Watson (pro sp.) [grosseserratus × mollis],shortleaf sunflower,Asteraceae
HECA8,,Heterotheca canescens (DC.) Shinners,hoary false goldenaster,Asteraceae
HECA8,CHBE7,Chrysopsis berlandieri Greene,,Asteraceae
HECA8,CHCA16,"Chrysopsis canescens (DC.) Torr. & A. Gray, non DC.",,Asteraceae
HECA8,CHVIC3,Chrysopsis villosa (Pursh) Nutt. ex DC. var. canescens (DC.) A. Gray,,Asteraceae
HECI,,Helianthus ciliaris DC.,Texas blueweed,Asteraceae
HECR2,,Hedypnois cretica (L.) Dum. Cours.,Cretanweed,Asteraceae
HEDE4,,Helianthus debilis Nutt.,cucumberleaf sunflower,Asteraceae
HEDEC2,,Helianthus debilis Nutt. ssp. cucumerifolius (Torr. & A. Gray) Heiser,cucumberleaf sunflower,Asteraceae
HEDEC2,HECU7,Helianthus cucumerifolius Torr. & A. Gray,,Asteraceae
HEDEC2,HEDEC3,Helianthus debilis Nutt. var. cucumerifolius (Torr. & A. Gray) A. Gray,,Asteraceae
HEDES,,Helianthus debilis Nutt. ssp. silvestris Heiser,cucumberleaf sunflower,Asteraceae
HEDES,HEDES2,Helianthus debilis Nutt. var. silvestris (Heiser) Cronquist,,Asteraceae
HEDO,,Helianthus ×doronicoides Lam. (pro sp.) [giganteus × mollis],sunflower,Asteraceae
HEDO,HEPI7,Helianthus pilosus Tausch,,Asteraceae
HEDOS,,Hedosyne Strother,marsh-elder,Asteraceae
HEDR2,,Helenium drummondii H. Rock,fringed sneezeweed,Asteraceae
HEDR2,HEFI2,Helenium fimbriatum auct. non (Michx.) Eaton,,Asteraceae
HEDR2,LEFI4,"Leptopoda fimbriata Torr. & A. Gray, non (Michx.) Eaton, nom. illeg.",,Asteraceae
HEDYP,,Hedypnois Mill.,hedypnois,Asteraceae
HEEL,,Helenium elegans DC.,pretty sneezeweed,Asteraceae
HEELA,,Helenium elegans DC. var. amphilobum (A. Gray) Bierner,pretty sneezeweed,Asteraceae
HEELA,HEAM10,Helenium amphilobum A. Gray,,Asteraceae
HEELE2,,Helenium elegans DC. var. elegans,pretty sneezeweed,Asteraceae
HEFL,,Helenium flexuosum Raf.,purplehead sneezeweed,Asteraceae
HEFL,HEFL9,Helenium floridanum Fernald,,Asteraceae
HEFL,HEGO2,Helenium godfreyi Fernald,,Asteraceae
HEFL,HENU3,Helenium nudiflorum Nutt.,,Asteraceae
HEFU3,,Heterotheca fulcrata (Greene) Shinners,rockyscree false goldenaster,Asteraceae
HEFUA,,Heterotheca fulcrata (Greene) Shinners var. arizonica Semple,Arizona false goldenaster,Asteraceae
HEFUF,,Heterotheca fulcrata (Greene) Shinners var. fulcrata,rockyscree false goldenaster,Asteraceae
HEFUF,CHCR5,Chrysopsis cryptocephala Wooton & Standl.,,Asteraceae
HEFUF,CHFU4,Chrysopsis fulcrata Greene,,Asteraceae
HEFUF,CHRE7,Chrysopsis resinolens A. Nelson,,Asteraceae
HEFUS,,Heterotheca fulcrata (Greene) Shinners var. senilis (Wooton & Standl.) Semple,rockyscree false goldenaster,Asteraceae
HEFUS,CHSE13,Chrysopsis senilis Wooton & Standl.,,Asteraceae
HEGR4,,Helianthus grosseserratus M. Martens,sawtooth sunflower,Asteraceae
HEGR4,HEGRM,Helianthus grosseserratus M. Martens ssp. maximus R.W. Long,,Asteraceae
HEGR4,HEGRH,Helianthus grosseserratus M. Martens var. hypoleucus A. Gray,,Asteraceae
HEGR4,HEIN9,Helianthus instabilis E.E. Watson,,Asteraceae
HEHE5,,Heliopsis helianthoides (L.) Sweet,smooth oxeye,Asteraceae
HEHES,,Heliopsis helianthoides (L.) Sweet var. scabra (Dunal) Fernald,smooth oxeye,Asteraceae
HEHES,HEHES4,Heliopsis helianthoides (L.) Sweet ssp. scabra (Dunal) T.R. Fisher,,Asteraceae
HEHES,HEMI11,Heliopsis minor (Hook.) C. Mohr,,Asteraceae
HEHES,HESC14,Heliopsis scabra Dunal,,Asteraceae
HEHI2,,Helianthus hirsutus Raf.,hairy sunflower,Asteraceae
HEHI2,HEHIS,Helianthus hirsutus Raf. var. stenophyllus Torr. & A. Gray,,Asteraceae
HEHI2,HEHIT,Helianthus hirsutus Raf. var. trachyphyllus Torr. & A. Gray,,Asteraceae
HEHI2,HEST4,Helianthus stenophyllus (Torr. & A. Gray) E.E. Watson,,Asteraceae
HEIN2,,Helianthus ×intermedius R.W. Long [grosseserratus × maximiliani],sunflower,Asteraceae
HELA,,Helianthus ×laetiflorus Pers. (pro sp.) [pauciflorus × tuberosus],cheerful sunflower,Asteraceae
HELA,HESC13,Helianthus scaberrimus Elliott,,Asteraceae
HELA8,,Helianthus laciniatus A. Gray,alkali sunflower,Asteraceae
HELA8,HECR6,Helianthus crenatus R.C. Jacks.,,Asteraceae
HELA8,HEHE10,Helianthus heiseri R.C. Jacks.,,Asteraceae
HELEN,,Helenium L.,sneezeweed,Asteraceae
HELI,,Helenium linifolium Rydb.,slimleaf sneezeweed,Asteraceae
HELIA3,,Helianthus L.,sunflower,Asteraceae
HELIO2,,Heliopsis Pers.,heliopsis,Asteraceae
HELIO4,,Heliomeris Nutt.,false goldeneye,Asteraceae
HELO6,,Heliomeris longifolia (B.L. Rob. & Greenm.) Cockerell,longleaf false goldeneye,Asteraceae
HELOA2,,Heliomeris longifolia (B.L. Rob. & Greenm.) Cockerell var. annua (M.E. Jones) Yates,longleaf false goldeneye,Asteraceae
HELOA2,HEAN11,Heliomeris annua (M.E. Jones) Cockerell,,Asteraceae
HELOA2,VIAN5,Viguiera annua (M.E. Jones) S.F. Blake,,Asteraceae
HELOA2,VILOA,Viguiera longifolia (B.L. Rob. & Greenm.) S.F. Blake var. annua (M.E. Jones) S.L. Welsh,,Asteraceae
HELOL,,Heliomeris longifolia (B.L. Rob. & Greenm.) Cockerell var. longifolia,longleaf false goldeneye,Asteraceae
HELOL,GYLO,Gymnolomia longifolia B.L. Rob. & Greenm.,,Asteraceae
HELOL,VILO7,Viguiera longifolia (B.L. Rob. & Greenm.) S.F. Blake,,Asteraceae
HEMA2,,Helianthus maximiliani Schrad.,Maximilian sunflower,Asteraceae
HEMA2,HEDA2,Helianthus dalyi Britton,,Asteraceae
HEMI,,Helenium microcephalum DC.,smallhead sneezeweed,Asteraceae
HEMIM,,Helenium microcephalum DC. var. microcephalum,smallhead sneezeweed,Asteraceae
HEMIO2,,Helenium microcephalum DC. var. ooclinium (A. Gray) Bierner,smallhead sneezeweed,Asteraceae
HEMIO2,HEOO2,Helenium ooclinium A. Gray,,Asteraceae
HEMO2,,Helianthus mollis Lam.,ashy sunflower,Asteraceae
HEMO2,HEMOC,Helianthus mollis Lam. var. cordatus S. Watson,,Asteraceae
HEMU3,,Heliomeris multiflora Nutt.,showy goldeneye,Asteraceae
HEMUM,,Heliomeris multiflora Nutt. var. multiflora,showy goldeneye,Asteraceae
HEMUM,VIMU,Viguiera multiflora (Nutt.) S.F. Blake,,Asteraceae
HENE,,Helianthus neglectus Heiser,neglected sunflower,Asteraceae
HENI3,,Helianthus niveus (Benth.) Brandegee,showy sunflower,Asteraceae
HENIC,,Helianthus niveus (Benth.) Brandegee ssp. canescens (A. Gray) Heiser,showy sunflower,Asteraceae
HENIC,HECA25,"Helianthus canescens (A. Gray) S. Watson, nom. inq.",,Asteraceae
HENIC,HECA28,Helianthus canus (Britton) Wooton & Standl.,,Asteraceae
HENIC,HEPEC,Helianthus petiolaris Nutt. var. canescens A. Gray,,Asteraceae
HEOC2,,Helianthus occidentalis Riddell,fewleaf sunflower,Asteraceae
HEOCO,,Helianthus occidentalis Riddell ssp. occidentalis,fewleaf sunflower,Asteraceae
HEOCO,HEDO4,Helianthus dowellianus M.A. Curtis,,Asteraceae
HEOCO,HEOCD,Helianthus occidentalis Riddell var. dowellianus (M.A. Curtis) Torr. & A. Gray,,Asteraceae
HEOCP,,Helianthus occidentalis Riddell ssp. plantagineus (Torr. & A. Gray) Shinners,fewleaf sunflower,Asteraceae
HEOCP,HEOCP2,Helianthus occidentalis Riddell var. plantagineus Torr. & A. Gray,,Asteraceae
HEPA19,,Helianthus pauciflorus Nutt.,stiff sunflower,Asteraceae
HEPA2,,Helianthus paradoxus Heiser,paradox sunflower,Asteraceae
HEPA4,,Heliopsis parvifolia A. Gray,mountain oxeye,Asteraceae
HEPAP2,,Helianthus pauciflorus Nutt. ssp. pauciflorus,stiff sunflower,Asteraceae
HEPAP2,HELAR,Helianthus laetiflorus Pers. var. rigidus (Cass.) Fernald,,Asteraceae
HEPAP2,HERI2,Helianthus rigidus (Cass.) Desf.,,Asteraceae
HEPAS,,Helianthus pauciflorus Nutt. ssp. subrhomboideus (Rydb.) O. Spring & E. Schilling,stiff sunflower,Asteraceae
HEPAS,HELAS,Helianthus laetiflorus Pers. var. subrhomboideus (Rydb.) Fernald,,Asteraceae
HEPAS,HEPAS2,Helianthus pauciflorus Nutt. var. subrhomboideus (Rydb.) Cronquist,,Asteraceae
HEPAS,HERIL,Helianthus rigidus (Cass.) Desf. ssp. laetiflorus (Rydb.) Heiser,,Asteraceae
HEPAS,HERIS2,Helianthus rigidus (Cass.) Desf. ssp. subrhomboideus (Rydb.) Heiser,,Asteraceae
HEPAS,HERIS3,Helianthus rigidus (Cass.) Desf. var. subrhomboideus (Rydb.) Cronquist,,Asteraceae
HEPAS,HESU11,Helianthus subrhomboideus Rydb.,,Asteraceae
HEPE,,Helianthus petiolaris Nutt.,prairie sunflower,Asteraceae
HEPEP,,Helianthus petiolaris Nutt. ssp. petiolaris,prairie sunflower,Asteraceae
HEPI2,,Heterosperma pinnatum Cav.,wingpetal,Asteraceae
HEPR2,,Helianthus praecox Engelm. & A. Gray,Texas sunflower,Asteraceae
HEPRH,,Helianthus praecox Engelm. & A. Gray ssp. hirtus (Heiser) Heiser,Texas sunflower,Asteraceae
HEPRH,HEDEH,Helianthus debilis Nutt. ssp. hirtus Heiser,,Asteraceae
HEPRP,,Helianthus praecox Engelm. & A. Gray ssp. praecox,Texas sunflower,Asteraceae
HEPRP,HEDEP,Helianthus debilis Nutt. ssp. praecox (Engelm. & A. Gray) Heiser,,Asteraceae
HEPRR,,Helianthus praecox Engelm. & A. Gray ssp. runyonii (Heiser) Heiser,Runyon's sunflower,Asteraceae
HEPRR,HEDER2,Helianthus debilis Nutt. ssp. runyonii Heiser,,Asteraceae
HEPRR,HEPRR2,Helianthus praecox Engelm. & A. Gray var. runyonii (Heiser) B.L. Turner,,Asteraceae
HEQU,,Helenium quadridentatum Labill.,longdisk sneezeweed,Asteraceae
HESA2,,Helianthus salicifolius A. Dietr.,willowleaf sunflower,Asteraceae
HESA2,HEFI3,Helianthus filiformis Small,,Asteraceae
HESA2,HEOR4,Helianthus orgyalis DC.,,Asteraceae
HESI2,,Helianthus simulans E.E. Watson,muck sunflower,Asteraceae
HEST,,Helianthus strumosus L.,paleleaf woodland sunflower,Asteraceae
HEST,HEMO8,Helianthus montanus E.E. Watson,,Asteraceae
HEST,HESA6,Helianthus saxicola Small,,Asteraceae
HEST3,,Heterotheca stenophylla (A. Gray) Shinners,stiffleaf false goldenaster,Asteraceae
HESTA,,Heterotheca stenophylla (A. Gray) Shinners var. angustifolia (Rydb.) Semple,stiffleaf false goldenaster,Asteraceae
HESTA,CHAN12,Chrysopsis angustifolia Rydb.,,Asteraceae
HESTA,CHVIA3,Chrysopsis villosa (Pursh) Nutt. ex DC. var. angustifolia (Rydb.) Cronquist,,Asteraceae
HESTA,HEVIA2,Heterotheca villosa (Pursh) Shinners var. angustifolia (Rydb.) Semple,,Asteraceae
HESTS,,Heterotheca stenophylla (A. Gray) Shinners var. stenophylla,stiffleaf false goldenaster,Asteraceae
HESTS,CHHIS,Chrysopsis hispida (Hook.) DC. var. stenophylla A. Gray,,Asteraceae
HESTS,CHSC5,Chrysopsis scabrifolia A. Nelson,,Asteraceae
HESTS,CHST7,Chrysopsis stenophylla (A. Gray) Greene,,Asteraceae
HESTS,CHVIS4,Chrysopsis villosa (Pursh) Nutt. ex DC. var. stenophylla (A. Gray) A. Gray,,Asteraceae
HESU3,,Heterotheca subaxillaris (Lam.) Britton & Rusby,camphorweed,Asteraceae
HESU3,CHSC6,Chrysopsis scabra (Pursh) Elliott,,Asteraceae
HESU3,HELA20,Heterotheca lamarckii Cass.,,Asteraceae
HESU3,HELA5,Heterotheca latifolia Buckley,,Asteraceae
HESU3,HELAA,Heterotheca latifolia Buckley var. arkansana Wagenkn.,,Asteraceae
HESU3,HELAM,Heterotheca latifolia Buckley var. macgregoris Wagenkn.,,Asteraceae
HESU3,HEPS,Heterotheca psammophila Wagenkn.,,Asteraceae
HESU3,HESC11,Heterotheca scabra (Pursh) DC.,,Asteraceae
HESU3,HESUL,Heterotheca subaxillaris (Lam.) Britton & Rusby var. latifolia (Buckley) Gandhi & R.D. Thomas,,Asteraceae
HESU3,HESUP,Heterotheca subaxillaris (Lam.) Britton & Rusby var. petiolaris Benke,,Asteraceae
HESU3,HESUP3,Heterotheca subaxillaris (Lam.) Britton & Rusby var. procumbens Wagenkn.,,Asteraceae
HESU3,HESUP2,Heterotheca subaxillaris (Lam.) Britton & Rusby var. psammophila (Wagenkn.) Gandhi,,Asteraceae
HETER7,,Heterosperma Cav.,heterosperma,Asteraceae
HETER8,,Heterotheca Cass.,false goldenaster,Asteraceae
HETU,,Helianthus tuberosus L.,Jerusalem artichoke,Asteraceae
HETU,HETO4,Helianthus tomentosus Michx.,,Asteraceae
HETU,HETUS2,Helianthus tuberosus L. var. subcanescens A. Gray,,Asteraceae
HEVI4,,Heterotheca villosa (Pursh) Shinners,hairy false goldenaster,Asteraceae
HEVI5,,Heterotheca viscida (A. Gray) V.L. Harms,cliff false goldenaster,Asteraceae
HEVI5,CHVIV5,Chrysopsis villosa (Pursh) Nutt. ex DC. var. viscida A. Gray,,Asteraceae
HEVI5,CHVI11,Chrysopsis viscida (A. Gray) Greene,,Asteraceae
HEVIN,,Heterotheca villosa (Pursh) Shinners var. nana (A. Gray) Semple,hairy false goldenaster,Asteraceae
HEVIN,CHCAN2,Chrysopsis canescens (DC.) Torr. & A. Gray var. nana A. Gray,,Asteraceae
HEVIN,CHHO7,Chrysopsis horrida Rydb.,,Asteraceae
HEVIN,HEHO3,Heterotheca horrida (Rydb.) V.L. Harms,,Asteraceae
HEVIN,HEVIH2,Heterotheca villosa (Pursh) Shinners var. horrida (Hook.) Semple,,Asteraceae
HEVIS,,Heterotheca villosa (Pursh) Shinners var. scabra (Eastw.) Semple,hairy false goldenaster,Asteraceae
HEVIS,CHVIC4,Chrysopsis viscida (A. Gray) Greene ssp. cinerascens S.F. Blake,,Asteraceae
HEVIS,HEHOC,Heterotheca horrida (Rydb.) V.L. Harms ssp. cinerascens (S.F. Blake) Semple,,Asteraceae
HICA4,,Hieracium carneum Greene,Huachuca hawkweed,Asteraceae
HIERA,,Hieracium L.,hawkweed,Asteraceae
HIFE,,Hieracium fendleri Sch. Bip.,yellow hawkweed,Asteraceae
HIFEF,,Hieracium fendleri Sch. Bip. var. fendleri,yellow hawkweed,Asteraceae
HIFEF,CHFE5,Chlorocrepis fendleri (Sch. Bip.) W.A. Weber,,Asteraceae
HIGR3,,Hieracium gronovii L.,queendevil,Asteraceae
HIGR3,HIGRF,Hieracium gronovii L. var. foliosum Michx.,,Asteraceae
HILO2,,Hieracium longipilum Torr.,hairy hawkweed,Asteraceae
HISC10,,Hieracium schultzii Fr.,roughstem hawkweed,Asteraceae
HISC10,HIWR,Hieracium wrightii (A. Gray) B.L. Rob. & Greenm.,,Asteraceae
HYAR3,,Hymenopappus artemisiifolius DC.,oldplainsman,Asteraceae
HYARA,,Hymenopappus artemisiifolius DC. var. artemisiifolius,oldplainsman,Asteraceae
HYARA,HYSCA2,Hymenopappus scabiosaeus L'Hér. var. artemisiifolius (DC.) Gandhi & R.D. Thomas,,Asteraceae
HYARR2,,Hymenopappus artemisiifolius DC. var. riograndensis B.L. Turner,oldplainsman,Asteraceae
HYARR2,HYSCR,Hymenopappus scabiosaeus L'Hér. var. riograndensis (B.L. Turner) Gandhi,,Asteraceae
HYBI,,Hymenopappus biennis B.L. Turner,biennial woollywhite,Asteraceae
HYBR5,,Hypochaeris brasiliensis (Less.) Benth. & Hook. ex Griseb.,Brazilian cat's ear,Asteraceae
HYBRT2,,Hypochaeris brasiliensis (Less.) Benth. & Hook. ex Griseb. var. tweediei (Hook. & Arn.) Baker,Tweedy's cat's ear,Asteraceae
HYBRT2,HYBRT,"Hypochaeris brasiliensis (Less.) Benth. & Hook. ex Griseb. var. tweedyi (Hook. & Arn.) Baker, orth. var.",,Asteraceae
HYBRT2,HYEL5,Hypochaeris elata auct. non (Weddell) Griseb.,,Asteraceae
HYBRT2,HYTW2,Hypochaeris tweediei Hook. & Arn.,,Asteraceae
HYBRT2,HYTW,"Hypochaeris tweedyi Hook. & Arn., orth. var.",,Asteraceae
HYCA18,,Hymenopappus carrizoanus B.L. Turner,Carrizo Sands woollywhite,Asteraceae
HYFI,,Hymenopappus filifolius Hook.,fineleaf hymenopappus,Asteraceae
HYFIC,,Hymenopappus filifolius Hook. var. cinereus (Rydb.) I.M. Johnst.,fineleaf hymenopappus,Asteraceae
HYFIC,HYAR6,Hymenopappus arenosus A. Heller,,Asteraceae
HYFIC,HYCI4,Hymenopappus cinereus Rydb.,,Asteraceae
HYFL,,Hymenopappus flavescens A. Gray,collegeflower,Asteraceae
HYFLC,,Hymenopappus flavescens A. Gray var. canotomentosus A. Gray,collegeflower,Asteraceae
HYFLC,HYRO5,Hymenopappus robustus Greene,,Asteraceae
HYFLF,,Hymenopappus flavescens A. Gray var. flavescens,collegeflower,Asteraceae
HYGL2,,Hypochaeris glabra L.,smooth cat's ear,Asteraceae
HYMEN3,,Hymenoclea Torr. & A. Gray ex A. Gray,burrobrush,Asteraceae
HYMEN4,,Hymenopappus L'Hér.,hymenopappus,Asteraceae
HYMEN6,,Hymenothrix A. Gray,thimblehead,Asteraceae
HYMEN7,,Hymenoxys Cass.,rubberweed,Asteraceae
HYMI5,,Hypochaeris microcephala (Sch. Bip.) Cabrera,smallhead cat's ear,Asteraceae
HYMIA,,Hypochaeris microcephala (Sch. Bip.) Cabrera var. albiflora (Kuntze) Cabrera,smallhead cat's ear,Asteraceae
HYMO,,Hymenoclea monogyra Torr. & A. Gray,singlewhorl burrobrush,Asteraceae
HYMO,AMMO6,Ambrosia monogyra (Torr. & A. Gray) Strother & B.G. Baldw.,,Asteraceae
HYOD,,Hymenoxys odorata DC.,bitter rubberweed,Asteraceae
HYOD,PIOD,Picradenia odorata (DC.) Britton,,Asteraceae
HYPE2,,"Hymenoxys perpygmaea W.C. Holmes, Singhurst & Mink",pygmy prairiedawn,Asteraceae
HYPOC,,Hypochaeris L.,cat's ear,Asteraceae
HYPOC,HYPOC4,"Hypochoeris L., orth. var.",,Asteraceae
HYRA3,,Hypochaeris radicata L.,hairy cat's ear,Asteraceae
HYRI,,Hymenoxys richardsonii (Hook.) Cockerell,pingue rubberweed,Asteraceae
HYRIF,,Hymenoxys richardsonii (Hook.) Cockerell var. floribunda (A. Gray) K.F. Parker,Colorado rubberweed,Asteraceae
HYRIF,ACRIF,Actinella richardsonii (Hook.) Nutt. var. floribunda A. Gray,,Asteraceae
HYRIF,HYOL,Hymenoxys olivacea Cockerell,,Asteraceae
HYRIF,HYRIU,Hymenoxys richardsonii (Hook.) Cockerell var. utahensis Cockerell,,Asteraceae
HYRIF,PIRIF,Picradenia richardsonii Hook. var. floribunda (A. Gray) W.A. Weber,,Asteraceae
HYSC,,Hymenopappus scabiosaeus L'Hér.,Carolina woollywhite,Asteraceae
HYSCC,,Hymenopappus scabiosaeus L'Hér. var. corymbosus (Torr. & A. Gray) B.L. Turner,Carolina woollywhite,Asteraceae
HYSCC,HYCO10,Hymenopappus corymbosus Torr. & A. Gray,,Asteraceae
HYSCS,,Hymenopappus scabiosaeus L'Hér. var. scabiosaeus,Carolina woollywhite,Asteraceae
HYSCS,HYCA14,Hymenopappus carolinensis (Lam.) Porter,,Asteraceae
HYTE2,,Hymenopappus tenuifolius Pursh,Chalk Hill hymenopappus,Asteraceae
HYTE5,,Hymenoxys texana (J.M. Coult. & Rose) Cockerell,prairiedawn,Asteraceae
HYVA,,Hymenoxys vaseyi (A. Gray) Cockerell,Vasey's rubberweed,Asteraceae
HYVA,ACVA2,Actinea vaseyi (A. Gray) Kuntze,,Asteraceae
HYWI,,Hymenothrix wislizeni A. Gray,Trans-Pecos thimblehead,Asteraceae
HYWR,,Hymenothrix wrightii A. Gray,Wright's thimblehead,Asteraceae
IOLI2,,Ionactis linariifolius (L.) Greene,flaxleaf whitetop aster,Asteraceae
IOLI2,ASLI2,Aster linariifolius L.,,Asteraceae
IOLI2,ASLIV,Aster linariifolius L. var. victorinii Fernald,,Asteraceae
IONAC,,Ionactis Greene,aster,Asteraceae
ISCO,,Isocoma coronopifolia (A. Gray) Greene,common goldenbush,Asteraceae
ISCO,ISCOP,Isocoma coronopifolia (A. Gray) Greene var. pedicellata (Greene) G.L. Nesom,,Asteraceae
ISCO,ISPE,Isocoma pedicellata Greene,,Asteraceae
ISDR,,Isocoma drummondii (Torr. & A. Gray) Greene,Drummond's goldenbush,Asteraceae
ISDR,HADR2,Haplopappus drummondii (Torr. & A. Gray) S.F. Blake,,Asteraceae
ISDR,ISME4,Isocoma megalantha Shinners,,Asteraceae
ISOCA,,Isocarpha R. Br.,pearlhead,Asteraceae
ISOCO,,Isocoma Nutt.,goldenbush,Asteraceae
ISOP,,Isocarpha oppositifolia (L.) Cass.,Rio Grande pearlhead,Asteraceae
ISOP,CAOP4,Calea oppositifolia L.,,Asteraceae
ISPL,,Isocoma pluriflora (Torr. & A. Gray) Greene,southern goldenbush,Asteraceae
ISPL,HAHE2,Haplopappus heterophyllus (A. Gray) S.F. Blake,,Asteraceae
ISPL,HAPL,Haplopappus pluriflorus (Torr. & A. Gray) H.M. Hall,,Asteraceae
ISPL,ISWR,Isocoma wrightii (A. Gray) Rydb.,,Asteraceae
IVA,,Iva L.,marsh elder,Asteraceae
IVAN,,Iva angustifolia Nutt. ex DC.,narrowleaf marsh elder,Asteraceae
IVAN2,,Iva annua L.,annual marsh elder,Asteraceae
IVANA,,Iva annua L. var. annua,annual marsh elder,Asteraceae
IVANA,IVCI2,Iva ciliata Willd.,,Asteraceae
IVANC,,Iva annua L. var. caudata (Small) R.C. Jacks.,annual marsh elder,Asteraceae
IVANC,IVCA3,Iva caudata Small,,Asteraceae
IVAX,,Iva axillaris Pursh,povertyweed,Asteraceae
IVAX,IVAXR,Iva axillaris Pursh ssp. robustior (Hook.) Bassett,,Asteraceae
IVAX,IVAXR2,Iva axillaris Pursh var. robustior Hook.,,Asteraceae
IVFR,,Iva frutescens L.,Jesuit's bark,Asteraceae
IVFRF,,Iva frutescens L. ssp. frutescens,Jesuit's bark,Asteraceae
IVFRO2,,Iva frutescens L. ssp. oraria (Bartlett) R.C. Jacks.,Jesuit's bark,Asteraceae
IVFRO2,IVFRO,Iva frutescens L. var. oraria (Bartlett) Fernald & Grisc.,,Asteraceae
IVIM,,Iva imbricata Walter,seacoast marsh elder,Asteraceae
IVTE,,Iva texensis R.C. Jacks.,Texas marsh elder,Asteraceae
IVTE,IVANL,Iva angustifolia Nutt. ex DC. var. latior Shinners,,Asteraceae
JEBR,,Jefea brevifolia (A. Gray) Strother,shortleaf jefea,Asteraceae
JEBR,ZEBR2,Zexmenia brevifolia A. Gray,,Asteraceae
JEFEA,,Jefea Strother,jefea,Asteraceae
KOANO2,,Koanophyllon Arruda,thoroughwort,Asteraceae
KOSO,,Koanophyllon solidaginifolium (A. Gray) R.M. King & H. Rob.,shrubby thoroughwort,Asteraceae
KOSO,EUSO,Eupatorium solidaginifolium A. Gray,,Asteraceae
KRCA,,Krigia caespitosa (Raf.) K.L. Chambers,weedy dwarfdandelion,Asteraceae
KRCA,KRCE,"Krigia cespitosa (Raf.) K.L. Chambers, orth. var.",,Asteraceae
KRCA,KRGR2,Krigia gracilis (DC.) Shinners,,Asteraceae
KRCA,KROP2,Krigia oppositifolia Raf.,,Asteraceae
KRCA,SEOP,Serinia oppositifolia (Raf.) Kuntze,,Asteraceae
KRDA,,Krigia dandelion (L.) Nutt.,potato dwarfdandelion,Asteraceae
KRDA,CYDA5,Cynthia dandelion (L.) DC.,,Asteraceae
KRIGI,,Krigia Schreb.,dwarfdandelion,Asteraceae
KROC,,Krigia occidentalis Nutt.,western dwarfdandelion,Asteraceae
KROC,CYOC3,Cymbia occidentalis (Nutt.) Standl.,,Asteraceae
KRVI,,Krigia virginica (L.) Willd.,Virginia dwarfdandelion,Asteraceae
KRVI,HYVI5,Hyoseris virginica L.,,Asteraceae
KRWR,,Krigia wrightii (A. Gray) K.L. Chambers ex Kim,Wright's dwarfdandelion,Asteraceae
LACA,,Lactuca canadensis L.,Canada lettuce,Asteraceae
LACA,LACAI,Lactuca canadensis L. var. integrifolia (Bigelow) Torr. & A. Gray,,Asteraceae
LACA,LACAL,Lactuca canadensis L. var. latifolia Kuntze,,Asteraceae
LACA,LACAL2,Lactuca canadensis L. var. longifolia (Michx.) Farw.,,Asteraceae
LACA,LACAO,Lactuca canadensis L. var. obovata Wiegand,,Asteraceae
LACA,LACAT,Lactuca canadensis L. var. typica Wiegand,,Asteraceae
LACA,LASA4,Lactuca sagittifolia Elliott,,Asteraceae
LACA,LAST8,Lactuca steelei Britton,,Asteraceae
LACO13,,Laennecia coulteri (A. Gray) G.L. Nesom,Coulter's horseweed,Asteraceae
LACO13,COCO4,Conyza coulteri A. Gray,,Asteraceae
LACO13,COCOV2,Conyza coulteri A. Gray var. virgata (Benth.) A. Gray,,Asteraceae
LACO13,ESCO2,Eschenbachia coulteri (A. Gray) Rydb.,,Asteraceae
LACO3,,Lapsana communis L.,common nipplewort,Asteraceae
